index,split,image_id,image_path,mask_path
83,train,ISIC_0013601,ISIC-2017_Training_Data/ISIC_0013601.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013601_segmentation.png
84,train,ISIC_0013165,ISIC-2017_Training_Data/ISIC_0013165.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013165_segmentation.png
85,train,ISIC_0000062,ISIC-2017_Training_Data/ISIC_0000062.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000062_segmentation.png
86,train,ISIC_0014849,ISIC-2017_Training_Data/ISIC_0014849.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014849_segmentation.png
87,train,ISIC_0012281,ISIC-2017_Training_Data/ISIC_0012281.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012281_segmentation.png
88,train,ISIC_0012376,ISIC-2017_Training_Data/ISIC_0012376.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012376_segmentation.png
89,train,ISIC_0005548,ISIC-2017_Training_Data/ISIC_0005548.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0005548_segmentation.png
90,train,ISIC_0000197,ISIC-2017_Training_Data/ISIC_0000197.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000197_segmentation.png
91,train,ISIC_0014171,ISIC-2017_Training_Data/ISIC_0014171.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014171_segmentation.png
92,train,ISIC_0009879,ISIC-2017_Training_Data/ISIC_0009879.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0009879_segmentation.png
93,train,ISIC_0012517,ISIC-2017_Training_Data/ISIC_0012517.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012517_segmentation.png
94,train,ISIC_0014613,ISIC-2017_Training_Data/ISIC_0014613.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014613_segmentation.png
95,train,ISIC_0012224,ISIC-2017_Training_Data/ISIC_0012224.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012224_segmentation.png
96,train,ISIC_0014511,ISIC-2017_Training_Data/ISIC_0014511.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014511_segmentation.png
97,train,ISIC_0014762,ISIC-2017_Training_Data/ISIC_0014762.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014762_segmentation.png
98,train,ISIC_0000107,ISIC-2017_Training_Data/ISIC_0000107.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000107_segmentation.png
99,train,ISIC_0013500,ISIC-2017_Training_Data/ISIC_0013500.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013500_segmentation.png
100,train,ISIC_0003005,ISIC-2017_Training_Data/ISIC_0003005.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0003005_segmentation.png
101,train,ISIC_0012090,ISIC-2017_Training_Data/ISIC_0012090.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012090_segmentation.png
102,train,ISIC_0014576,ISIC-2017_Training_Data/ISIC_0014576.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014576_segmentation.png
103,train,ISIC_0013830,ISIC-2017_Training_Data/ISIC_0013830.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013830_segmentation.png
104,train,ISIC_0012527,ISIC-2017_Training_Data/ISIC_0012527.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012527_segmentation.png
105,train,ISIC_0012377,ISIC-2017_Training_Data/ISIC_0012377.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012377_segmentation.png
106,train,ISIC_0014904,ISIC-2017_Training_Data/ISIC_0014904.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014904_segmentation.png
107,train,ISIC_0012999,ISIC-2017_Training_Data/ISIC_0012999.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012999_segmentation.png
108,train,ISIC_0002476,ISIC-2017_Training_Data/ISIC_0002476.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0002476_segmentation.png
109,train,ISIC_0012962,ISIC-2017_Training_Data/ISIC_0012962.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012962_segmentation.png
110,train,ISIC_0000124,ISIC-2017_Training_Data/ISIC_0000124.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000124_segmentation.png
111,train,ISIC_0013365,ISIC-2017_Training_Data/ISIC_0013365.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013365_segmentation.png
112,train,ISIC_0012257,ISIC-2017_Training_Data/ISIC_0012257.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012257_segmentation.png
113,train,ISIC_0011117,ISIC-2017_Training_Data/ISIC_0011117.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0011117_segmentation.png
114,train,ISIC_0014441,ISIC-2017_Training_Data/ISIC_0014441.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014441_segmentation.png
115,train,ISIC_0002438,ISIC-2017_Training_Data/ISIC_0002438.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0002438_segmentation.png
116,train,ISIC_0012768,ISIC-2017_Training_Data/ISIC_0012768.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012768_segmentation.png
117,train,ISIC_0013044,ISIC-2017_Training_Data/ISIC_0013044.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013044_segmentation.png
118,train,ISIC_0000514,ISIC-2017_Training_Data/ISIC_0000514.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000514_segmentation.png
119,train,ISIC_0000067,ISIC-2017_Training_Data/ISIC_0000067.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000067_segmentation.png
120,train,ISIC_0010234,ISIC-2017_Training_Data/ISIC_0010234.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010234_segmentation.png
121,train,ISIC_0000468,ISIC-2017_Training_Data/ISIC_0000468.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000468_segmentation.png
122,train,ISIC_0000498,ISIC-2017_Training_Data/ISIC_0000498.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000498_segmentation.png
123,train,ISIC_0000176,ISIC-2017_Training_Data/ISIC_0000176.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000176_segmentation.png
124,train,ISIC_0010593,ISIC-2017_Training_Data/ISIC_0010593.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010593_segmentation.png
125,train,ISIC_0013136,ISIC-2017_Training_Data/ISIC_0013136.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013136_segmentation.png
126,train,ISIC_0011211,ISIC-2017_Training_Data/ISIC_0011211.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0011211_segmentation.png
127,train,ISIC_0013643,ISIC-2017_Training_Data/ISIC_0013643.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013643_segmentation.png
128,train,ISIC_0000524,ISIC-2017_Training_Data/ISIC_0000524.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000524_segmentation.png
129,train,ISIC_0013559,ISIC-2017_Training_Data/ISIC_0013559.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013559_segmentation.png
130,train,ISIC_0010261,ISIC-2017_Training_Data/ISIC_0010261.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010261_segmentation.png
131,train,ISIC_0000475,ISIC-2017_Training_Data/ISIC_0000475.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000475_segmentation.png
132,train,ISIC_0010087,ISIC-2017_Training_Data/ISIC_0010087.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010087_segmentation.png
133,train,ISIC_0010435,ISIC-2017_Training_Data/ISIC_0010435.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010435_segmentation.png
134,train,ISIC_0010018,ISIC-2017_Training_Data/ISIC_0010018.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010018_segmentation.png
135,train,ISIC_0013983,ISIC-2017_Training_Data/ISIC_0013983.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013983_segmentation.png
136,train,ISIC_0014596,ISIC-2017_Training_Data/ISIC_0014596.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014596_segmentation.png
137,train,ISIC_0000053,ISIC-2017_Training_Data/ISIC_0000053.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000053_segmentation.png
138,train,ISIC_0014708,ISIC-2017_Training_Data/ISIC_0014708.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014708_segmentation.png
139,train,ISIC_0000341,ISIC-2017_Training_Data/ISIC_0000341.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000341_segmentation.png
140,train,ISIC_0012823,ISIC-2017_Training_Data/ISIC_0012823.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012823_segmentation.png
141,train,ISIC_0010483,ISIC-2017_Training_Data/ISIC_0010483.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010483_segmentation.png
142,train,ISIC_0000018,ISIC-2017_Training_Data/ISIC_0000018.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000018_segmentation.png
143,train,ISIC_0008998,ISIC-2017_Training_Data/ISIC_0008998.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0008998_segmentation.png
144,train,ISIC_0013428,ISIC-2017_Training_Data/ISIC_0013428.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013428_segmentation.png
145,train,ISIC_0014480,ISIC-2017_Training_Data/ISIC_0014480.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014480_segmentation.png
146,train,ISIC_0013371,ISIC-2017_Training_Data/ISIC_0013371.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013371_segmentation.png
147,train,ISIC_0012475,ISIC-2017_Training_Data/ISIC_0012475.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012475_segmentation.png
148,train,ISIC_0010368,ISIC-2017_Training_Data/ISIC_0010368.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010368_segmentation.png
149,train,ISIC_0010265,ISIC-2017_Training_Data/ISIC_0010265.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010265_segmentation.png
150,train,ISIC_0013461,ISIC-2017_Training_Data/ISIC_0013461.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013461_segmentation.png
151,train,ISIC_0010379,ISIC-2017_Training_Data/ISIC_0010379.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010379_segmentation.png
152,train,ISIC_0010028,ISIC-2017_Training_Data/ISIC_0010028.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010028_segmentation.png
153,train,ISIC_0009896,ISIC-2017_Training_Data/ISIC_0009896.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0009896_segmentation.png
154,train,ISIC_0010365,ISIC-2017_Training_Data/ISIC_0010365.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010365_segmentation.png
155,train,ISIC_0000056,ISIC-2017_Training_Data/ISIC_0000056.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000056_segmentation.png
156,train,ISIC_0011085,ISIC-2017_Training_Data/ISIC_0011085.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0011085_segmentation.png
157,train,ISIC_0000386,ISIC-2017_Training_Data/ISIC_0000386.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000386_segmentation.png
158,train,ISIC_0000368,ISIC-2017_Training_Data/ISIC_0000368.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000368_segmentation.png
159,train,ISIC_0012827,ISIC-2017_Training_Data/ISIC_0012827.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012827_segmentation.png
160,train,ISIC_0009956,ISIC-2017_Training_Data/ISIC_0009956.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0009956_segmentation.png
161,train,ISIC_0013201,ISIC-2017_Training_Data/ISIC_0013201.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013201_segmentation.png
162,train,ISIC_0013423,ISIC-2017_Training_Data/ISIC_0013423.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013423_segmentation.png
163,train,ISIC_0000059,ISIC-2017_Training_Data/ISIC_0000059.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000059_segmentation.png
164,train,ISIC_0013498,ISIC-2017_Training_Data/ISIC_0013498.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013498_segmentation.png
165,train,ISIC_0014612,ISIC-2017_Training_Data/ISIC_0014612.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014612_segmentation.png
166,train,ISIC_0012721,ISIC-2017_Training_Data/ISIC_0012721.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012721_segmentation.png
167,train,ISIC_0000161,ISIC-2017_Training_Data/ISIC_0000161.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000161_segmentation.png
168,train,ISIC_0000113,ISIC-2017_Training_Data/ISIC_0000113.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000113_segmentation.png
169,train,ISIC_0013625,ISIC-2017_Training_Data/ISIC_0013625.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013625_segmentation.png
170,train,ISIC_0000028,ISIC-2017_Training_Data/ISIC_0000028.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0000028_segmentation.png
171,train,ISIC_0014707,ISIC-2017_Training_Data/ISIC_0014707.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0014707_segmentation.png
172,train,ISIC_0002206,ISIC-2017_Training_Data/ISIC_0002206.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0002206_segmentation.png
173,train,ISIC_0012182,ISIC-2017_Training_Data/ISIC_0012182.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0012182_segmentation.png
174,train,ISIC_0013970,ISIC-2017_Training_Data/ISIC_0013970.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013970_segmentation.png
175,train,ISIC_0010229,ISIC-2017_Training_Data/ISIC_0010229.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010229_segmentation.png
176,train,ISIC_0013981,ISIC-2017_Training_Data/ISIC_0013981.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0013981_segmentation.png
177,train,ISIC_0010014,ISIC-2017_Training_Data/ISIC_0010014.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0010014_segmentation.png
178,train,ISIC_0011296,ISIC-2017_Training_Data/ISIC_0011296.jpg,ISIC-2017_Training_Part1_GroundTruth/ISIC_0011296_segmentation.png
